credit_score,ltv,dti,interest_rate,loan_age_months,default_flag
727.3521368855055,20.87961187954081,4.017812803893984,7.094764713807844,50,0
698.7781064472966,21.740530899774765,9.19317678802236,6.962578021489159,59,0
734.1459842145312,58.33744891971278,15.34397261394793,7.718551635189722,13,0
773.5363435383612,24.924439999409422,18.229906419366163,7.131739170382493,40,0
694.4630981374498,58.59307620630303,12.58390044097884,6.076794837315138,26,0
694.4638369372868,31.394538216289014,4.736088222931647,9.384593530016225,43,0
776.0645766978326,26.02291428997019,14.85539146871884,7.516376343594568,47,0
739.5345628118808,9.540770743173029,19.15821422017506,5.134358087148231,0,0
683.8736526329271,49.99079499271154,31.548290445111125,6.257537908665202,38,0
729.4152019613684,66.31963895688389,24.01600181990029,6.649430759144007,49,1
684.1462038234392,35.14994906988904,18.524021490036418,6.110665477560684,42,0
684.0421610893385,64.93071589442677,22.256384241166668,8.658902490397017,29,0
715.8883022204716,19.736684999309542,27.404440775135782,6.081195513863979,34,0
618.9023889903991,40.337799172436526,23.190397359583063,5.97488035600317,9,0
627.3786975369135,23.709783079630892,32.55366090754973,7.215316663071474,30,0
679.6970611841563,59.26030819871746,7.998662132557545,6.532450865630891,11,1
659.422599584951,25.903396153354286,7.305747640580398,6.155666528832128,39,0
719.1411299667873,37.32572558752215,37.88680718846307,8.782409743869248,34,0
664.1389166015455,50.2547080043555,21.003625741202153,8.089822339355514,33,0
641.4463334399119,101.60360375338264,26.110374817274938,4.848783318295,38,0
770.9541946014699,64.4115327783541,13.864428554329798,8.460326468508452,31,0
694.8400664781059,8.231436782527142,9.269478513659369,6.203258793541812,11,0
708.0387692109566,49.748078475207045,30.733041466685243,7.6480143543332275,44,0
640.8863316203945,57.38059058822601,6.698296225791612,8.58049619328008,27,0
680.5027773963668,36.02759738365434,37.50207558840703,7.2910090468648745,18,0
709.991516536944,39.01256289726168,11.773937765620714,8.909517128974528,23,0
653.2052890159964,15.363151584901328,9.665696154258447,7.338862087127307,19,0
721.9064108255552,43.51987092363,26.951575068352685,7.091811587306368,21,0
677.9712589536538,21.40426635282614,41.766893967362705,7.510348512482295,10,0
691.8737812593025,12.981025518116809,10.131279705352338,5.038142959911763,27,0
677.9232024496771,48.30461648578,6.811868777364052,6.175384352727606,44,0
788.3525183029022,49.41802210092334,17.285643633291564,5.221688260069733,39,0
704.392624886793,53.98968367942221,22.89228740735427,6.204017275302245,19,0
657.4030081969845,28.624754654991584,17.54359691331344,6.894678555262477,4,0
742.0145210446435,62.45958065229781,33.4668435977204,6.2381589805646644,50,0
650.062035751304,35.035352040720824,18.505880254382376,6.241858687194487,51,0
714.398861775214,56.83946988356398,33.086283093145894,4.907860481997396,57,0
616.8148444254101,54.27239092070488,3.9226899965912567,5.82300533368122,39,0
645.2316277995707,25.079364433547674,18.60863480977803,8.234952594970347,6,0
713.8587556141106,25.364595305188704,8.454062807974204,5.787365835300326,21,0
738.2309960997935,36.654008427591464,26.026680222782872,6.020991870437926,36,0
712.7115726535487,67.75235371751475,16.388712462678786,6.6565544778993555,40,0
699.7958272925292,28.664557341996204,24.650225806252404,6.808292524065334,28,0
691.450333698482,37.46821509445032,5.441095458225385,6.24944165434606,11,0
638.4665104334658,39.68280355538757,17.883194694207603,4.864540745214239,28,0
672.6070106222381,25.924702514040792,20.318235268236887,6.994943242187135,35,0
684.2712553068095,61.00496990040409,13.583474113279312,8.512677978247211,34,0
752.5705001798513,25.431568457468384,14.864652539309944,8.419336680820123,42,0
720.4628230305808,41.22286561860862,23.42778407624221,5.610777471899369,21,0
625.663193008677,43.63983919502669,34.83620257579946,6.842497932529407,17,0
719.5837786227657,49.251118563941645,33.9808331729764,9.18279256740669,56,0
687.6712973812657,39.15716293817613,32.12739122976216,6.395911726770032,21,1
674.5385099862318,21.029734762714718,6.15650321538126,6.680189880326126,18,0
732.5254329978391,60.722041629995815,25.702873647080093,4.756926803640074,33,0
751.3949785123178,2.778080343378472,26.802710437952097,7.546190794374694,8,0
746.9076053602289,30.85591711911598,9.597479028036359,6.705984586979282,9,0
667.2352114549813,35.16875543514002,20.386098046023918,5.418907224456307,18,0
691.0854430866954,43.22439124462029,3.1823755012381563,7.16276943210929,37,0
719.9068544131604,24.769909755891835,39.96666472536851,7.475927787698884,8,0
748.8995307205062,44.48394707861064,16.867673429840206,5.636913100044343,50,0
683.4371592969619,39.28074197846435,24.86438794936374,4.572457088047689,27,0
696.6453460501282,46.34277488727429,20.56576507962349,6.553018846482015,29,0
655.2149261697288,49.213132866990826,18.665675096310405,7.16176530549807,24,0
651.1707019163698,43.11631893936514,12.462306416087237,6.69356824038712,17,0
741.5636620077389,51.41742618749565,20.637149959432026,7.6738518790425845,51,1
766.0308012856871,40.0720347787078,5.211456182040276,4.516449716989256,25,0
701.7595445288849,20.750624614906556,19.59403829452693,5.2839238823663095,18,0
750.158980405141,18.34835084685647,24.20868435414515,6.643846164880658,54,0
721.2736211271435,40.66214466279999,47.9440000543036,4.686837047169237,26,0
675.9696110427694,19.290668210368224,10.36573294149012,5.566365693622284,35,0
721.2628022478787,6.5845593573448795,17.128812643620535,5.820219902623343,3,0
774.2116454909686,62.2746738704278,35.265118271659844,7.518256673417749,48,0
703.3878282400522,67.95206455005736,16.349722501324834,7.837008083904976,25,0
775.4089645116303,20.050417610712383,14.95317394654379,7.196158591355672,44,0
587.1114703159615,26.583286444219084,23.57880823388499,8.46197181751474,2,0
741.985612696885,21.9321241013267,9.281350634733045,7.939424921632809,52,1
708.9171180707177,40.28803249788885,34.9514014660953,7.269015071149859,52,0
691.544669229036,20.599536972842042,38.74229198749826,7.2359901033264835,35,0
709.1292349440976,25.09711445020194,32.99676795238088,5.754972282798945,6,1
615.5593988429598,47.03254141209977,13.54195897550072,4.865676763267361,9,0
695.114765047312,14.762908736142185,25.63567490516233,5.614619842299029,44,0
721.0700657180286,34.57762352520671,14.335279714770525,7.325736148817336,57,0
771.5052320133682,13.23551859792594,19.889154905341407,6.055384823403749,3,0
681.6778401776859,17.537449390483847,17.16643512184696,7.0723243988743105,6,0
668.6177878698065,11.82701313905548,9.04625370421464,4.3887233922709115,21,0
682.4209330386958,32.55486822515745,10.700378107774428,6.978395050543754,29,0
746.1930952965934,34.0956348701086,9.043140107543309,5.459135198997942,21,0
719.7937999346858,5.050594755254123,11.370011375389886,5.598492624283399,52,0
681.1607908304833,30.419287470873225,9.994566216263014,8.23275431872598,28,0
728.097034490101,11.663550835347932,38.43744431966789,8.766339856906328,10,0
709.3684897206618,68.06992613188521,19.982144030494005,5.218735290214941,15,0
748.58902457398,49.381840060274286,11.060003023480892,6.146185144769727,55,0
673.4076107755192,40.52488060736497,27.107236967516776,6.263715543174617,56,0
690.2552034031004,50.094585313675644,5.691665535550218,7.210918582565116,43,0
687.3551331090529,27.929690507487624,11.25949653031672,5.8827254760638095,56,0
639.1418273340547,47.05714833375413,32.506980333636974,5.514204671457736,5,0
718.325412467906,33.08992599793222,15.524114381118668,6.722416650568587,36,0
716.747487248095,31.23688556558153,16.8041389856651,6.4890659181950845,12,0
705.2301055489107,16.60005628939184,11.807250434111227,7.35441460180819,32,0
694.4435789981184,77.22896997160564,29.500864400351567,5.649348752282919,46,0
641.3083166077314,7.1552876868049005,19.92255777145123,6.174675724209692,50,0
686.0709604755589,14.615312243061787,30.636122309819484,7.254906668830538,7,0
